Index,RSSI1,RSSI2,RSSI3,RSSI4,RSSI5,RSSI6,RSSI7,RSSI8,RSSI9,RSSI10,RSSI11,RSSI12,RSSI13,RSSI14,RSSI15,RSSI16,RSSI17,RSSI18,X,Y,Z,Direction
72,100,100,100,100,100,100,100,100,100,100,100,-74,-61,100,-53,-77,-78,-78,1.2,22.8,0,East
73,100,100,100,100,100,100,100,100,100,100,100,-84,-87,-70,-72,100,100,100,1.2,24,0,South
73,100,100,100,100,100,100,100,100,100,100,100,-77,-62,-81,-56,-80,-72,-79,1.2,24,0,East
73,100,100,100,100,100,100,100,100,100,100,-76,100,-60,-80,100,-75,-70,-79,1.2,24,0,North
73,100,100,100,100,100,100,100,100,100,100,100,-74,-65,-80,-72,-76,-72,-86,1.2,24,0,West
73,100,100,100,100,100,100,100,100,100,100,100,100,-72,-79,-54,-81,-76,-81,1.2,24,0,South
73,100,100,100,100,100,100,100,100,100,100,100,-74,-61,100,-53,-77,-78,-78,1.2,24,0,East
73,100,100,100,100,100,100,100,100,100,100,-71,-83,-66,100,-58,100,-66,-81,1.2,24,0,North
73,100,100,100,100,100,100,100,100,100,100,-80,100,-62,100,-61,-80,-66,-80,1.2,24,0,West
74,100,100,100,100,100,100,100,100,100,-85,-78,-79,-63,-80,-52,-83,-70,-81,1.2,25.2,0,South
74,100,100,100,100,100,100,100,100,100,100,100,-71,-74,100,100,100,100,100,1.2,25.2,0,East
74,100,100,100,100,100,100,100,100,100,100,100,-77,-70,-76,-51,-86,100,100,1.2,25.2,0,East
74,100,100,100,100,100,100,100,100,100,100,100,100,-60,-80,-54,-77,-79,100,1.2,25.2,0,North
74,100,100,100,100,100,100,100,100,100,100,100,100,-69,-80,-67,-86,-76,100,1.2,25.2,0,West
74,100,100,100,100,100,100,100,100,100,100,-84,100,100,-83,-55,100,100,-81,1.2,25.2,0,North
74,100,100,100,100,100,100,100,100,100,100,100,100,-66,-81,-64,100,100,100,1.2,25.2,0,South
74,100,100,100,100,100,100,100,100,100,100,-86,100,-80,-86,-56,-86,-80,-86,1.2,25.2,0,West
75,100,100,100,100,100,100,100,100,100,100,100,-67,-72,-73,-42,100,100,100,1.2,26.4,0,East
75,100,100,100,100,100,100,100,100,100,100,-84,100,100,-83,-55,100,100,-81,1.2,26.4,0,North
75,100,100,100,100,100,100,100,100,100,100,-86,100,-80,-86,-56,-86,-80,-86,1.2,26.4,0,West
75,100,100,100,100,100,100,100,100,100,-85,-78,-79,-63,-80,-52,-83,-70,-81,1.2,26.4,0,South
75,100,100,100,100,100,100,100,100,100,100,100,-77,-70,-76,-51,-86,100,100,1.2,26.4,0,East
75,100,100,100,100,100,100,100,100,100,100,100,100,-60,-80,-54,-77,-79,100,1.2,26.4,0,North
75,100,100,100,100,100,100,100,100,100,100,100,100,-69,-80,-67,-86,-76,100,1.2,26.4,0,West
75,100,100,100,100,100,100,100,100,100,100,-82,-75,-82,100,-64,100,-83,-82,1.2,26.4,0,South
76,100,100,100,100,100,100,100,100,100,100,-86,100,-80,-86,-56,-86,-80,-86,1.2,27.6,0,West
76,100,100,100,100,100,100,100,100,100,100,100,-74,-80,-86,-63,-86,100,100,1.2,27.6,0,South
76,100,100,100,100,100,100,100,100,100,100,-81,-79,-77,-71,-67,100,100,100,1.2,27.6,0,East
76,100,100,100,100,100,100,100,100,100,100,100,-76,-75,-69,-47,100,100,100,1.2,27.6,0,North
76,100,100,100,100,100,100,100,100,100,100,100,100,-69,-80,-67,-86,-76,100,1.2,27.6,0,West
76,100,100,100,100,100,100,100,100,-83,-83,-77,-73,-68,-78,-58,-82,-79,-78,1.2,27.6,0,South
76,100,100,100,100,100,100,100,100,100,100,100,-72,-76,-75,-55,100,100,100,1.2,27.6,0,East
76,100,100,100,100,100,100,100,100,100,100,100,-70,-79,-80,-58,100,-77,100,1.2,27.6,0,North
77,100,100,100,100,100,100,100,100,100,100,-86,100,-86,100,-58,100,-72,100,1.2,28.8,0,West
77,100,100,100,100,100,100,100,100,100,100,100,-70,-79,-80,-58,100,-77,100,1.2,28.8,0,North
77,100,100,100,100,100,100,100,100,100,100,100,-68,-75,-71,-53,100,-81,100,1.2,28.8,0,East
77,100,100,100,100,100,100,100,100,100,100,100,100,-72,-73,-63,-74,-75,-86,1.2,28.8,0,South
77,100,100,100,100,100,100,100,100,100,100,100,-76,-75,-69,-47,100,100,100,1.2,28.8,0,North
77,100,100,100,100,100,100,100,100,100,100,-81,-79,-77,-71,-67,100,100,100,1.2,28.8,0,East
77,100,100,100,100,100,100,100,100,100,100,100,-77,-81,100,-59,100,-84,100,1.2,28.8,0,South
77,100,100,100,100,100,100,100,100,100,100,100,-72,-72,-86,-54,100,-69,-80,1.2,28.8,0,West
78,100,100,100,100,100,100,100,100,100,100,100,-73,-76,-73,-62,100,100,100,1.2,30,0,North
78,100,100,100,100,100,100,100,100,-79,100,100,-76,100,-77,-63,100,100,100,1.2,30,0,East
78,100,100,100,100,100,100,100,100,100,100,100,100,-72,-73,-63,-74,-75,-86,1.2,30,0,South
78,100,100,100,100,100,100,100,100,100,100,100,100,-79,-71,-51,-80,-81,100,1.2,30,0,North
78,100,100,100,100,100,100,100,100,100,100,-86,100,-86,100,-58,100,-72,100,1.2,30,0,West
78,100,100,100,100,100,100,100,100,100,100,100,-82,100,-77,-74,100,100,100,1.2,30,0,South
78,100,100,100,100,100,100,100,100,100,100,100,-76,-80,100,-61,100,100,100,1.2,30,0,East
78,100,100,100,100,100,100,100,100,100,100,100,-72,-72,-86,-54,100,-69,-80,1.2,30,0,West
79,100,100,100,100,100,100,100,100,100,100,100,-82,100,-77,-74,100,100,100,1.2,31.2,0,South
79,100,100,100,100,100,100,100,100,100,100,100,-76,-80,100,-61,100,100,100,1.2,31.2,0,East
79,100,100,100,100,100,100,100,100,100,100,100,-72,-72,-86,-54,100,-69,-80,1.2,31.2,0,West
79,100,100,100,100,100,100,100,100,100,100,100,100,-72,-73,-63,-74,-75,-86,1.2,31.2,0,South
79,100,100,100,100,100,100,100,100,-79,100,100,-76,100,-77,-63,100,100,100,1.2,31.2,0,East
79,100,100,100,100,100,100,100,100,100,100,100,-70,-76,-80,-58,100,-74,100,1.2,31.2,0,West
79,100,100,100,100,100,100,100,100,100,100,100,-73,-76,-73,-62,100,100,100,1.2,31.2,0,North
79,100,100,100,100,100,100,100,100,100,100,100,100,-79,-71,-51,-80,-81,100,1.2,31.2,0,North
80,100,100,100,100,100,100,100,100,100,100,100,100,-80,-74,-62,100,-74,100,1.2,32.4,0,West
80,100,100,100,100,100,100,100,100,100,100,100,-70,-76,-80,-58,100,-74,100,1.2,32.4,0,West
80,100,100,100,100,100,100,100,100,-82,100,100,100,-77,-70,-61,100,100,100,1.2,32.4,0,North
80,100,100,100,100,100,100,100,100,100,100,100,-75,100,-75,-81,100,-85,100,1.2,32.4,0,South
80,100,100,100,100,100,100,100,100,100,100,100,-81,-76,-80,-69,100,-80,100,1.2,32.4,0,East
80,100,100,100,100,100,100,100,100,100,-85,100,-76,100,-72,-65,100,100,100,1.2,32.4,0,North
80,100,100,100,100,100,100,100,100,100,100,100,100,-72,-73,-63,-74,-75,-86,1.2,32.4,0,South
80,100,100,100,100,100,100,100,100,100,100,100,-79,-75,-75,-67,100,100,100,1.2,32.4,0,East
81,100,100,100,100,100,100,100,100,100,100,100,-81,-76,-80,-69,100,-80,100,1.2,33.6,0,East
81,100,100,100,100,100,100,100,100,100,100,100,-70,-76,-80,-58,100,-74,100,1.2,33.6,0,West
81,100,100,100,100,100,100,100,100,100,100,100,-79,-74,-63,-63,-84,-74,100,1.2,33.6,0,South
81,100,100,100,100,100,100,100,100,100,100,100,100,-80,-74,-62,100,-74,100,1.2,33.6,0,West
81,100,100,100,100,100,100,100,100,100,100,100,-79,-75,-75,-67,100,100,100,1.2,33.6,0,East
81,100,100,100,100,100,100,100,100,100,100,100,-86,-86,-76,-84,100,-86,100,1.2,33.6,0,South
81,100,100,100,100,100,100,100,100,-82,100,100,100,-77,-70,-61,100,100,100,1.2,33.6,0,North
81,100,100,100,100,100,100,100,100,100,-85,100,-76,100,-72,-65,100,100,100,1.2,33.6,0,North
82,100,100,100,100,100,100,100,100,100,100,100,-83,-77,-69,-72,-87,100,100,1.2,34.8,0,North
82,100,100,100,100,100,100,100,100,100,100,100,-74,-83,-64,-66,100,100,100,1.2,34.8,0,East
82,100,100,100,100,100,100,100,100,100,100,100,-86,-86,-76,-84,100,-86,100,1.2,34.8,0,South
82,100,100,100,100,100,100,100,100,100,100,100,-77,-83,-74,-61,100,-78,100,1.2,34.8,0,North
82,100,100,100,100,100,100,100,100,100,100,100,-71,-78,-68,100,-85,-80,100,1.2,34.8,0,East
82,100,100,100,100,100,100,100,100,100,100,100,100,-80,-74,-62,100,-74,100,1.2,34.8,0,West
82,100,100,100,100,100,100,100,100,100,100,100,-79,-74,-63,-63,-84,-74,100,1.2,34.8,0,South
82,100,100,100,100,100,100,100,100,100,100,100,100,-80,-70,-63,100,-80,100,1.2,34.8,0,West
83,100,100,100,100,100,100,100,100,100,100,100,-85,100,-68,-83,100,-85,100,2.4,21.6,0,South
83,100,100,100,100,100,100,100,100,100,100,100,-83,-77,-69,-72,-87,100,100,2.4,21.6,0,North
83,100,100,100,100,100,100,100,100,100,100,100,100,-80,-70,-63,100,-80,100,2.4,21.6,0,West
83,100,100,100,100,100,100,100,100,100,100,100,-76,-86,-74,-80,100,-76,100,2.4,21.6,0,West
83,100,100,100,100,100,100,100,100,100,100,100,-71,-78,-68,100,-85,-80,100,2.4,21.6,0,East
83,100,100,100,100,100,100,100,100,100,100,100,-77,-83,-74,-61,100,-78,100,2.4,21.6,0,North
83,100,-85,100,100,100,100,100,100,100,100,100,-78,-84,-64,-65,100,-81,100,2.4,21.6,0,South
83,100,100,100,100,100,100,100,100,100,100,100,-74,-83,-64,-66,100,100,100,2.4,21.6,0,East
84,100,100,100,100,100,100,100,100,100,100,-71,-66,-58,-80,-54,-73,100,-77,2.4,22.8,0,East
84,100,100,100,100,100,100,100,100,100,100,100,-86,-63,-86,-63,-80,-70,-80,2.4,22.8,0,West
84,100,100,100,100,100,100,100,100,100,100,-78,-74,-73,-69,-54,-75,-72,100,2.4,22.8,0,North
84,100,100,100,100,100,100,100,100,100,100,-74,-77,-63,-74,-56,-83,-75,-86,2.4,22.8,0,North
84,100,100,100,100,100,100,100,100,100,100,-77,-72,-57,-85,-49,-78,-73,100,2.4,22.8,0,East
84,100,100,100,100,100,100,100,100,100,100,-79,100,-64,-81,-58,-77,-75,-80,2.4,22.8,0,South
84,100,100,100,100,100,100,100,100,100,100,-81,-85,-67,-81,-71,-81,-80,-81,2.4,22.8,0,South
84,100,100,100,100,100,100,100,100,100,100,-80,-80,-63,100,-65,-80,-74,-74,2.4,22.8,0,West
85,100,100,100,100,100,100,100,100,100,100,-77,-72,-57,-85,-49,-78,-73,100,2.4,24,0,East
85,100,100,100,100,100,100,100,100,100,100,-74,-77,-63,-74,-56,-83,-75,-86,2.4,24,0,North
85,100,100,100,100,100,100,100,100,-83,100,-71,-77,-66,100,-72,-73,-74,-77,2.4,24,0,South
85,100,100,100,100,100,100,100,100,100,100,100,-86,-63,-86,-63,-80,-70,-80,2.4,24,0,West
85,100,100,100,100,100,100,100,100,100,100,-78,-74,-73,-69,-54,-75,-72,100,2.4,24,0,North
85,100,100,100,100,100,100,100,100,100,100,-81,-85,-67,-81,-71,-81,-80,-81,2.4,24,0,South
85,100,100,100,100,100,100,100,100,100,100,-71,-66,-58,-80,-54,-73,100,-77,2.4,24,0,East
85,100,100,100,100,100,100,100,100,100,100,-80,-80,-63,100,-65,-80,-74,-74,2.4,24,0,West
86,100,100,100,100,100,100,100,100,100,100,-85,100,-60,100,-54,-79,-81,100,2.4,25.2,0,North
86,100,100,100,100,100,100,100,100,100,-88,-82,100,-69,-80,-58,-83,-80,-85,2.4,25.2,0,South
86,100,100,100,100,100,100,100,100,100,100,100,-80,-64,100,-55,100,-70,100,2.4,25.2,0,West
86,100,100,100,100,100,100,100,100,100,100,-86,-72,-62,-80,-46,-83,-72,100,2.4,25.2,0,East
86,100,100,100,100,100,100,100,100,100,100,100,-86,-76,100,-66,-86,100,100,2.4,25.2,0,West
86,100,100,100,100,100,100,100,100,-83,100,-71,-77,-66,100,-72,-73,-74,-77,2.4,25.2,0,South
86,100,100,100,100,100,100,100,100,100,100,-85,-80,-65,100,-54,-86,-75,100,2.4,25.2,0,North
86,100,100,100,100,100,100,100,100,100,100,-81,-78,-69,-81,-50,100,100,100,2.4,25.2,0,East
87,100,100,100,100,100,100,100,100,-83,100,-71,-77,-66,100,-72,-73,-74,-77,2.4,26.4,0,South
87,100,100,100,100,100,100,100,100,100,100,100,-86,-76,100,-66,-86,100,100,2.4,26.4,0,West
87,100,100,100,100,100,100,100,100,100,100,-86,-72,-62,-80,-46,-83,-72,100,2.4,26.4,0,East
87,100,100,100,100,100,100,100,100,100,100,100,-73,-80,-80,-52,-85,-79,100,2.4,26.4,0,East
87,100,100,100,100,100,100,100,100,100,100,-85,-80,-65,100,-54,-86,-75,100,2.4,26.4,0,North
87,100,100,100,100,100,100,100,100,100,100,-85,100,-60,100,-54,-79,-81,100,2.4,26.4,0,North
87,100,100,100,100,100,100,100,100,100,100,100,-80,-64,100,-55,100,-70,100,2.4,26.4,0,West
87,100,100,100,100,100,100,100,100,100,100,-86,100,-74,-76,-63,-86,-84,100,2.4,26.4,0,South
88,100,100,100,100,100,100,100,100,100,100,-78,-67,-81,-73,-59,100,-76,-85,2.4,27.6,0,South
88,100,100,100,100,100,100,100,100,-84,100,100,-75,-74,-79,-49,-84,100,100,2.4,27.6,0,North
88,100,100,100,100,100,100,100,100,100,-84,100,-68,-75,100,-73,100,-77,100,2.4,27.6,0,South
88,100,100,100,100,100,100,100,100,100,100,100,-80,-64,100,-55,100,-70,100,2.4,27.6,0,West
88,100,100,100,100,100,100,100,100,100,100,100,-73,100,-77,-56,100,100,100,2.4,27.6,0,North
88,100,100,100,100,100,100,100,100,-80,100,100,-72,-71,-70,-59,100,-73,100,2.4,27.6,0,East
88,100,100,100,100,100,100,100,100,100,100,100,100,-72,-86,-67,100,-80,100,2.4,27.6,0,West
88,100,100,100,100,100,100,100,100,100,100,100,-66,-74,-77,-51,-86,-74,100,2.4,27.6,0,East
89,100,100,100,100,100,100,100,100,100,100,100,100,-80,-78,-65,-83,-75,-86,2.4,28.8,0,East
89,100,100,100,100,100,100,100,100,-84,100,100,-75,-74,-79,-49,-84,100,100,2.4,28.8,0,North
89,100,100,100,100,100,100,100,100,100,100,100,-80,-76,-86,-62,-86,-74,-86,2.4,28.8,0,West
89,100,100,100,100,100,100,100,100,100,-83,100,-83,-85,-83,-64,100,-83,100,2.4,28.8,0,South
89,100,100,100,100,100,100,100,100,100,100,-78,-67,-81,-73,-59,100,-76,-85,2.4,28.8,0,South
89,100,100,100,100,100,100,100,100,100,100,100,100,-72,-86,-67,100,-80,100,2.4,28.8,0,West
89,100,100,100,100,100,100,100,100,100,100,100,-73,100,-77,-56,100,100,100,2.4,28.8,0,North
89,100,100,100,100,100,100,100,100,100,100,100,-66,-74,-77,-51,-86,-74,100,2.4,28.8,0,East
90,100,100,100,100,100,100,100,100,100,-83,100,-83,-85,-83,-64,100,-83,100,2.4,30,0,South
90,100,100,100,100,100,100,100,100,100,100,-85,-67,-73,-77,-57,-84,100,100,2.4,30,0,North
90,100,100,100,100,100,100,100,100,100,-80,-79,100,100,-71,-62,100,-80,100,2.4,30,0,East
90,100,100,100,100,100,100,100,100,100,100,100,-80,-76,-86,-62,-86,-74,-86,2.4,30,0,West
90,100,100,100,100,100,100,100,100,-85,100,-89,-70,100,-78,-57,100,100,100,2.4,30,0,North
90,100,100,100,100,100,100,100,100,100,100,100,-71,-78,-68,-68,-84,-70,100,2.4,30,0,East
90,100,100,100,100,100,100,100,100,100,100,100,-70,-76,-80,-67,-76,100,-86,2.4,30,0,West
90,100,100,100,100,100,100,100,100,100,100,-79,-69,-68,-71,-57,-83,-73,100,2.4,30,0,South
91,100,100,100,100,100,100,100,100,-83,-79,100,-75,-77,100,-61,100,100,100,2.4,33.6,0,North
91,100,100,100,100,100,100,100,100,100,-82,100,-77,-79,-74,-55,-85,-70,-80,2.4,33.6,0,South
91,100,100,100,100,100,100,100,100,100,100,100,-70,-76,-80,-67,-76,100,-86,2.4,33.6,0,West
91,100,100,100,100,100,100,100,100,-85,100,-89,-70,100,-78,-57,100,100,100,2.4,33.6,0,North
91,100,100,100,100,100,100,100,100,100,-80,-79,100,100,-71,-62,100,-80,100,2.4,33.6,0,East
91,100,100,100,100,100,100,100,100,100,100,100,-77,-88,-79,-76,100,-84,100,2.4,33.6,0,South
91,100,100,100,100,100,100,100,100,100,100,100,-69,-80,100,-62,-86,-86,100,2.4,33.6,0,West
91,100,100,100,100,100,100,100,100,100,100,100,-71,-78,-68,-68,-84,-70,100,2.4,33.6,0,East
92,100,100,100,100,100,100,100,100,100,100,100,-76,-77,-69,-71,100,-86,100,2.4,34.8,0,North
92,100,100,100,100,100,100,100,100,100,-82,100,-77,-79,-74,-55,-85,-70,-80,2.4,34.8,0,South
92,100,100,100,100,100,100,100,100,-80,100,100,-73,-77,100,100,100,100,100,2.4,34.8,0,East
92,100,100,100,100,100,100,100,100,100,100,100,-86,-86,-69,-76,100,100,100,2.4,34.8,0,West
92,100,100,100,100,100,100,100,100,100,100,100,-69,-80,100,-62,-86,-86,100,2.4,34.8,0,West
92,100,100,100,100,100,100,100,100,100,100,100,100,100,-71,-70,100,100,100,2.4,34.8,0,East
92,100,100,100,100,100,100,100,100,100,100,100,-86,100,-69,-81,100,100,100,2.4,34.8,0,South
92,100,100,100,100,100,100,100,100,100,100,-88,-77,-86,-71,-62,100,-80,100,2.4,34.8,0,North
93,100,100,100,100,100,100,100,100,100,100,100,-86,-86,-69,-76,100,100,100,2.4,36,0,West
93,100,100,100,100,100,100,100,100,-80,100,100,-73,-77,100,100,100,100,100,2.4,36,0,East
93,100,100,100,100,100,100,100,100,100,100,-85,-75,-76,-67,-74,100,100,100,2.4,36,0,North
93,100,100,100,100,100,100,100,100,100,100,100,100,-77,-62,-61,100,100,-86,2.4,36,0,South
93,100,100,100,100,100,100,100,100,100,100,100,-74,-84,-66,-77,100,100,100,2.4,36,0,South
93,100,100,100,100,100,100,100,100,100,100,100,-74,-83,-75,-67,100,100,100,2.4,36,0,North
93,100,100,100,100,100,100,100,100,100,100,100,100,100,-71,-70,100,100,100,2.4,36,0,East
93,100,100,100,100,100,100,100,100,100,100,100,-80,100,-69,100,100,100,100,2.4,36,0,West
94,100,100,100,100,100,100,100,100,100,100,100,100,-77,-62,-61,100,100,-86,3.6,34.8,0,South
94,100,100,100,100,100,100,100,100,100,100,100,-79,-81,-78,-69,100,-85,100,3.6,34.8,0,North
94,100,100,100,100,100,100,100,100,100,100,100,-77,-78,-67,-71,100,-87,100,3.6,34.8,0,North
94,100,100,100,100,100,100,100,100,100,100,100,100,-86,-69,-76,100,100,100,3.6,34.8,0,West
94,100,100,100,100,100,100,100,100,100,100,100,-79,100,100,100,100,100,100,3.6,34.8,0,East
94,100,100,100,100,100,100,100,100,100,-85,100,100,-86,-66,-67,100,100,100,3.6,34.8,0,East
94,100,100,100,100,100,100,100,100,100,100,100,-86,-86,-76,-74,100,100,100,3.6,34.8,0,West
94,100,100,100,100,100,100,100,100,100,100,100,-74,-84,-66,-77,100,100,100,3.6,34.8,0,South
95,100,100,100,100,100,100,100,100,100,100,100,100,-80,-63,-69,-84,-88,100,3.6,36,0,North
95,100,100,100,100,100,100,100,100,100,100,100,100,-77,-62,-61,100,100,-86,3.6,36,0,South
95,100,100,100,100,100,100,100,100,100,100,100,-86,-86,-76,-74,100,100,100,3.6,36,0,West
95,100,100,100,100,100,100,100,100,100,100,100,-74,-84,-66,-77,100,100,100,3.6,36,0,South
95,100,100,100,100,100,100,100,100,100,100,100,-71,-72,-59,-67,100,100,100,3.6,36,0,East
95,100,100,100,100,100,100,100,100,100,100,100,-71,100,-71,-77,100,-87,100,3.6,36,0,East
95,100,100,100,100,100,100,100,100,100,100,100,100,-86,-69,-76,100,100,100,3.6,36,0,West
95,100,100,100,100,100,100,100,100,100,100,100,-69,-86,-63,-71,100,100,100,3.6,36,0,North
96,100,100,100,100,100,100,100,100,100,100,100,-69,-86,-63,-71,100,100,100,4.8,34.8,0,North
96,100,100,100,100,100,100,100,100,-83,100,-80,-73,-74,-61,-73,-87,100,100,4.8,34.8,0,South
96,100,100,100,100,100,100,100,100,100,100,100,-80,-80,-61,-80,-86,100,100,4.8,34.8,0,West
96,100,100,100,100,100,100,100,100,100,100,100,-71,100,-71,-77,100,-87,100,4.8,34.8,0,East
96,100,100,100,100,100,100,100,100,100,100,100,100,-80,-63,-69,-84,-88,100,4.8,34.8,0,North
96,100,100,100,100,100,100,100,100,100,100,100,-84,-76,-63,-71,100,100,-86,4.8,34.8,0,South
96,100,100,100,100,100,100,100,100,100,100,100,-76,-86,-63,-74,100,-86,100,4.8,34.8,0,West
96,100,100,100,100,100,100,100,100,100,100,100,-76,-77,-63,-68,-86,100,-88,4.8,34.8,0,East
97,100,100,100,100,100,100,100,100,100,100,-81,-76,-75,-58,-73,100,100,-85,6,34.8,0,East
97,100,100,100,100,100,100,100,100,100,-83,100,-66,-71,-67,-73,-84,-88,100,6,34.8,0,North
97,100,100,100,100,100,100,100,100,100,100,100,-76,-71,-60,-84,100,100,100,6,34.8,0,East
97,100,100,100,100,100,100,100,100,100,100,100,-81,-72,-62,-76,100,100,100,6,34.8,0,South
97,100,100,100,100,100,100,100,100,100,100,100,-70,-80,100,-76,100,100,100,6,34.8,0,West
97,100,100,100,100,100,100,100,100,100,-79,100,-72,-86,-55,-71,-86,100,100,6,34.8,0,North
97,100,100,100,100,100,100,100,100,100,100,100,-76,-80,-72,-74,100,-86,100,6,34.8,0,West
97,100,100,100,100,100,100,100,100,100,-82,100,-73,-75,-58,-69,100,100,100,6,34.8,0,South
98,100,100,100,100,100,100,100,100,100,-82,100,-73,-75,-58,-69,100,100,100,7.2,34.8,0,South
98,100,100,100,100,100,100,100,100,100,100,100,-76,-80,-72,-74,100,-86,100,7.2,34.8,0,West
98,100,100,100,100,100,100,100,100,100,100,-82,-86,-73,-74,-76,100,100,100,7.2,34.8,0,East
98,100,100,100,100,100,100,100,100,100,-83,100,-66,-71,-67,-73,-84,-88,100,7.2,34.8,0,North
98,100,100,100,100,100,100,100,100,100,-79,100,-72,-86,-55,-71,-86,100,100,7.2,34.8,0,North
98,100,100,100,100,100,100,100,100,100,100,100,-70,-80,100,-76,100,100,100,7.2,34.8,0,West
98,100,100,100,100,100,100,100,100,-85,100,100,100,-80,-59,-77,100,100,100,7.2,34.8,0,East
98,100,100,100,100,100,100,100,100,100,100,100,-81,-72,-62,-76,100,100,100,7.2,34.8,0,South
99,100,100,100,100,100,100,100,100,100,-82,100,-73,-75,-58,-69,100,100,100,8.4,34.8,0,South
99,100,100,100,100,100,100,100,100,100,100,100,-67,100,-63,-71,100,100,-83,8.4,34.8,0,East
99,100,100,100,100,100,100,100,100,100,100,100,-80,-80,-67,-68,100,100,100,8.4,34.8,0,West
99,100,100,100,100,100,100,100,100,100,100,100,-64,-72,100,100,100,100,100,8.4,34.8,0,North
99,100,100,100,100,100,100,100,100,100,100,100,-74,-71,-56,-73,-82,100,-81,8.4,34.8,0,North
99,100,100,100,100,100,100,100,100,100,100,100,-72,-76,-69,100,100,100,100,8.4,34.8,0,West
99,100,100,100,100,100,100,100,100,100,100,100,-72,-75,-73,-70,100,100,-84,8.4,34.8,0,South
99,100,100,100,100,100,100,100,100,100,100,-81,-69,100,-57,-73,100,100,-86,8.4,34.8,0,East
100,100,100,100,100,100,100,100,100,100,-75,100,-75,-80,-72,-83,100,100,100,9.6,34.8,0,South
100,100,100,100,100,100,100,100,100,100,100,100,-72,-76,-69,100,100,100,100,9.6,34.8,0,West
100,100,100,100,100,100,100,100,100,100,-79,100,-68,-75,-65,-73,100,100,100,9.6,34.8,0,South
100,100,100,100,100,100,100,100,100,100,100,100,-74,-71,-56,-73,-82,100,-81,9.6,34.8,0,North
100,100,100,100,100,100,100,100,100,100,100,100,-80,-80,-67,-68,100,100,100,9.6,34.8,0,West
100,100,100,100,100,100,100,100,100,100,100,-84,-71,-85,100,-79,100,100,-87,9.6,34.8,0,East
100,100,100,100,100,100,100,100,100,100,100,100,-64,-72,100,100,100,100,100,9.6,34.8,0,North
100,100,100,-81,100,100,100,100,100,100,100,100,-68,-75,-45,-75,100,100,100,9.6,34.8,0,East
101,100,100,100,100,100,100,100,100,100,100,100,-75,100,-51,-83,100,100,100,10.8,34.8,0,East
101,100,100,100,100,100,100,100,100,-77,100,100,-62,100,-55,-75,100,100,100,10.8,34.8,0,North
101,100,100,100,100,100,100,100,100,100,100,100,-80,-80,-67,-68,100,100,100,10.8,34.8,0,West
101,100,100,100,100,100,100,100,100,100,-79,100,-68,-75,-65,-73,100,100,100,10.8,34.8,0,South
101,100,100,100,100,100,100,100,100,-83,100,100,-61,100,-64,-72,-85,100,-88,10.8,34.8,0,North
101,100,100,100,100,100,100,100,100,-86,100,100,-76,-86,-58,-80,100,100,100,10.8,34.8,0,West
101,100,100,100,100,100,100,100,100,100,-81,100,-58,-78,-55,-73,100,100,100,10.8,34.8,0,East
101,100,100,100,100,100,100,100,100,100,-75,100,-75,-80,-72,-83,100,100,100,10.8,34.8,0,South
102,100,100,100,100,100,100,100,100,100,100,100,-67,-80,-68,-80,100,100,100,12,34.8,0,West
102,100,100,100,100,100,100,100,100,-77,100,100,-62,100,-55,-75,100,100,100,12,34.8,0,North
102,100,100,100,100,100,100,100,100,-82,100,-85,-66,-78,-61,100,-82,100,100,12,34.8,0,South
102,100,100,100,100,100,100,100,100,100,100,-85,-70,100,100,-79,100,100,100,12,34.8,0,East
102,100,100,100,100,100,100,100,100,-85,-75,100,-68,-74,-61,-76,100,100,100,12,34.8,0,South
102,100,100,100,100,100,100,100,100,-83,100,100,-61,100,-64,-72,-85,100,-88,12,34.8,0,North
102,100,100,100,100,100,100,100,100,-86,100,100,-76,-86,-58,-80,100,100,100,12,34.8,0,West
102,100,100,100,100,100,100,100,100,100,-81,100,-58,-78,-55,-73,100,100,100,12,34.8,0,East
103,100,100,100,100,100,100,100,100,-80,100,100,-72,100,-67,-76,100,100,100,13.2,34.8,0,West
103,100,100,100,100,100,100,100,100,-74,-76,100,100,-74,-57,-78,-83,100,100,13.2,34.8,0,North
103,100,100,100,100,100,100,100,100,-78,-78,100,-69,-83,-56,100,100,100,100,13.2,34.8,0,East
103,100,100,100,100,100,100,100,100,-85,-75,100,-68,-74,-61,-76,100,100,100,13.2,34.8,0,South
103,100,100,100,100,100,100,100,100,100,100,100,-67,-80,-68,-80,100,100,100,13.2,34.8,0,West
103,100,100,100,100,100,100,100,100,100,-73,100,-71,100,-73,-74,-81,100,100,13.2,34.8,0,South
103,100,100,100,100,100,100,100,100,100,-75,100,-71,100,-65,100,100,100,100,13.2,34.8,0,East
103,100,100,100,100,100,100,100,100,-75,-80,100,-63,100,-63,-77,100,100,100,13.2,34.8,0,North
104,100,100,100,100,100,100,100,100,-80,100,100,-72,100,-67,-76,100,100,100,14.4,34.8,0,West
104,100,100,100,100,100,100,100,-87,-81,-71,100,-68,-75,-68,-77,100,100,100,14.4,34.8,0,South
104,100,100,100,100,100,100,100,100,-78,-78,100,-69,-83,-56,100,100,100,100,14.4,34.8,0,East
104,100,100,100,100,100,100,100,100,-75,-80,100,-63,100,-63,-77,100,100,100,14.4,34.8,0,North
104,100,100,100,100,100,100,100,100,-74,-76,100,100,-74,-57,-78,-83,100,100,14.4,34.8,0,North
